reaction_id,reaction_name,full_reaction,Glucose MFA-Constrained GSM flux,Glucose MFA-Constrained GSM LB,Glucose MFA-Constrained GSM UB,Glycerol MFA-Constrained GSM flux,Glycerol MFA-Constrained GSM LB,Glycerol MFA-Constrained GSM UB,Oleic Acid MFA-Constrained GSM flux,Oleic Acid MFA-Constrained GSM LB,Oleic Acid MFA-Constrained GSM UB,Abs_Glucose_Flux,Abs_Glycerol_Flux,Abs_Oleic_Acid_Flux
ACOTAim,acteylornithine transaminase irreversible mitochondrial,acg5sa[m] + glu_L[m] --> acorn[m] + akg[m],0.2560371760895,0.21667771363366664,25.006309120781832,0.20989142490166668,0.209341679351,1.0641145248136665,0.1323516570811111,0.12625932397666667,20.379458203143333,0.2560371760895,0.20989142490166668,0.1323516570811111
AGPRim,N acetyl g glutamyl phosphate reductase irreversible mitochondrial,acg5p[m] + h[m] + nadph[m] --> acg5sa[m] + nadp[m] + pi[m],0.2560371760895,0.21667771363449997,25.006309120781168,0.20989142490166668,0.209341679351,1.0641145248136665,0.1323516570811111,0.12625932397666667,20.379458203143333,0.2560371760895,0.20989142490166668,0.1323516570811111
ACONT,aconitase,cit[c] <=> icit[c],3.898959120572833,-3.1783148836639996,8.870635728167667,-6.00901386364,-6.868140104007666,-5.842153435282,22.51953488179111,19.338058313637223,25.19511739968111,3.898959120572833,6.00901386364,22.51953488179111
ACONTm,Aconitate hydratase,cit[m] <=> icit[m],2.9935345996583336,2.201783333333333,8.914616666666666,7.838933333333333,7.838933333333333,8.693266666666666,1.0535444444444444,1.0535444444444444,4.181905555555556,2.9935345996583336,7.838933333333333,1.0535444444444444
ARGSL,argininosuccinate lyase,argsuc[c] <=> arg_L[c] + fum[c],0.2560371760895,0.21667771363449997,7.659556495303,0.20989142490166668,0.209341679351,0.340125172983,0.1323516570811111,0.12625932397666667,5.985783037545556,0.2560371760895,0.20989142490166668,0.1323516570811111
ARGSSr,argininosuccinate synthase reversible,asp_L[c] + atp[c] + citr_L[c] <=> amp[c] + argsuc[c] + h[c] + ppi[c],0.2560371760895,0.21667771363449997,7.65955649525,0.20989142490166668,0.209341679351,0.34012517285099997,0.1323516570811111,0.12625932397666667,5.985783037496111,0.2560371760895,0.20989142490166668,0.1323516570811111
ACSm,acetyl CoA synthetase,ac[m] + atp[m] + coa[m] --> accoa[m] + amp[m] + ppi[m],0.09759883296866667,0.0,7.5829619001363335,1.4902916604216667,0.495772052889,2.036257386914,0.050451139439444445,0.0,10.231157634342777,0.09759883296866667,1.4902916604216667,0.050451139439444445
ACtm,acetate transport mitochondrial,ac[c] <=> ac[m],0.09759883296866667,-7.3426212938690005,7.5678314377905,1.4902916604216667,-0.391866303645,2.0362573869143334,0.050451139439444445,-9.466458894075556,10.231157634342777,0.09759883296866667,1.4902916604216667,0.050451139439444445
ADK1,adenylate kinase,amp[c] + atp[c] --> 2.0 adp[c],2.1402164366755,0.0,39.25866967534717,7.730452435718667,0.0,8.666711273341667,7.167386912722222,0.0,36.40284281436334,2.1402164366755,7.730452435718667,7.167386912722222
ADK1m,adenylate kinase mitochondrial,amp[m] + atp[m] <=> 2.0 adp[m],0.09759883296866667,0.0,7.582961900137334,1.4902916604216667,0.49577205293266663,2.036257386894,0.050451139439444445,0.0,10.231157634338889,0.09759883296866667,1.4902916604216667,0.050451139439444445
ADNK1,adenosine kinase,adn[c] + atp[c] --> adp[c] + amp[c] + h[c],0.31078375531249997,0.0,37.57642616771967,0.25477099160033334,0.0,0.9407170387763334,0.5512804781377778,0.0,29.82352282879722,0.31078375531249997,0.25477099160033334,0.5512804781377778
CBPS,carbamoyl phosphate synthase glutamine hydrolysing ,2.0 atp[c] + gln_L[c] + h2o[c] + hco3[c] --> 2.0 adp[c] + cbp[c] + glu_L[c] + 2.0 h[c] + pi[c],0.3815354421068333,0.32288368638066667,7.7657624680175,0.312771054647,0.31195184778400004,0.4427353412783333,0.24363857779944442,0.23242355106111112,6.091947264496667,0.3815354421068333,0.312771054647,0.24363857779944442
ADSL1r,adenylsuccinate lyase,dcamp[c] <=> amp[c] + fum[c],0.16979807315249998,0.1436957664985,24.71074878690017,0.21920378320566666,0.138830674232,0.767920319497,0.10993638160500001,0.1048758551888889,20.15055844722889,0.16979807315249998,0.21920378320566666,0.10993638160500001
ADSL2r,adenylosuccinate lyase,25aics[c] <=> aicar[c] + fum[c],0.11492638749833334,0.09725926234533333,1.9498388324006666,5.6738286055076665,5.614275233003333,5.827082080012667,0.10191219512277777,0.09722103330722222,1.6965916417138889,0.11492638749833334,5.6738286055076665,0.10191219512277777
ADSS,adenylosuccinate synthase,asp_L[c] + gtp[c] + imp[c] --> dcamp[c] + gdp[c] + 2.0 h[c] + pi[c],0.16979807315249998,0.14369576649833335,24.710748786873335,0.21920378320566666,0.138830674232,0.767920319497,0.10993638160500001,0.1048758551888889,20.15055844722889,0.16979807315249998,0.21920378320566666,0.10993638160500001
G5SADr,L glutamate 5 semialdehyde dehydratase reversible,glu5sa[c] <=> 1pyr5c[c] + h2o[c] + h[c],0.42081552841883335,0.35612541878616666,25.305695440343836,0.34497166477799995,0.3440681183943333,0.893358791071,0.21752947506388887,0.20751628708222222,20.253198879122227,0.42081552841883335,0.34497166477799995,0.21752947506388887
G5SD2,glutamate 5 semialdehyde dehydrogenase,glu5p[c] + h[c] + nadh[c] --> glu5sa[c] + nad[c] + pi[c],0.42081552841883335,0.0,19.745935440273502,0.34497166477799995,0.0,0.893358791071,0.21752947506388887,0.0,20.253198879121673,0.42081552841883335,0.34497166477799995,0.21752947506388887
AGT,alanine glyoxylate transaminase,ala_L[c] + glx[c] <=> gly[c] + pyr[c],2.7527500000000003,-2.7527500000000003,2.7527499999998333,0.0,-0.19617524026199998,0.17165333522933335,2.7095722222222225,-3.7264222222216667,3.726422222222222,2.7527500000000003,0.0,2.7095722222222225
AHCi,adenosylhomocysteinase,ahcys[c] + h2o[c] --> adn[c] + hcys_L[c],0.31078375531249997,0.26300834341466667,12.700814284856,0.25477099160033334,0.25410369793066667,0.48297481157000005,0.5512804781377778,0.5259042616194445,10.291777117356112,0.31078375531249997,0.25477099160033334,0.5512804781377778
GLU5K,glutamate 5 kinase,atp[c] + glu_L[c] --> adp[c] + glu5p[c],0.42081552841883335,0.0,19.7459354402895,0.34497166477799995,0.0,0.8933587911286667,0.21752947506388887,0.0,20.253198878847222,0.42081552841883335,0.34497166477799995,0.21752947506388887
AICART,phosphoribosylaminoimidazolecarboxamide formyltransferase,10fthf[c] + aicar[c] <=> fprica[c] + thf[c],0.22479603369366666,0.19023913385866667,2.1650530131591665,5.763896372015666,5.704107094898667,5.916913941921333,0.15870640742833333,0.15140092806222222,1.7507715364427776,0.22479603369366666,5.763896372015666,0.15870640742833333
AIRCr,phosphoribosylaminoimidazole carboxylase,air[c] + co2[c] <=> 5aizc[c] + h[c],0.11492638749833334,0.097259262345,1.9498388324006666,5.6738286055076665,5.614275232996667,5.827082080019333,0.10191219512277777,0.09722103330611111,1.6965916416866667,0.11492638749833334,5.6738286055076665,0.10191219512277777
AKGDam,oxoglutarate dehydrogenase lipoamide ,akg[m] + h[m] + lpam[m] <=> co2[m] + sdhlam[m],1.0196400114331667,0.056799999999999996,7.140683333333333,0.0,0.0,0.09154844545566666,0.0,0.0,3.103022222222222,1.0196400114331667,0.0,0.0
AKGDbm,oxoglutarate dehydrogenase dihydrolipoamide S succinyltransferase ,coa[m] + sdhlam[m] --> dhlam[m] + succoa[m],1.0196400114331667,0.056799999999999996,7.140683333333333,0.0,0.0,0.09154844545566666,0.0,0.0,3.103022222222222,1.0196400114331667,0.0,0.0
ALATA_L,L alanine transaminase,akg[c] + ala_L[c] <=> glu_L[c] + pyr[c],-3.9108414193445,-6.736137616660167,1.9574736922261666,-0.5530146708806667,-1.0226675933586666,-0.251453159661,-3.3082170000727777,-6.6776283056572225,4.025285755936111,3.9108414193445,0.5530146708806667,3.3082170000727777
ALDD2y,aldehyde dehydrogenase acetaldehyde NADP ,acald[c] + h2o[c] + nad[c] --> ac[c] + 2.0 h[c] + nadh[c],0.0,0.0,7.7884401163675,1.4102831302799999,0.0,1.8807482079673334,0.0,0.0,10.482436524906667,0.0,1.4102831302799999,0.0
OCBTi,ornithine carbamoyltransferase irreversible,cbp[c] + orn[c] --> citr_L[c] + h[c] + pi[c],0.2560371760895,0.21667771363449997,7.659556495272167,0.20989142490166668,0.209341679351,0.34012517285966665,0.1323516570811111,0.12625932397666667,5.9857830374150005,0.2560371760895,0.20989142490166668,0.1323516570811111
ORNTACim,ornithine transacetylase irreversible mitochondrial,acorn[m] + glu_L[m] --> acglu[m] + orn[m],0.2560371760895,0.21667771363433333,25.006309120781665,0.20989142490166668,0.209341679351,1.0641145248166668,0.1323516570811111,0.12625932397666667,20.379458203116112,0.2560371760895,0.20989142490166668,0.1323516570811111
P5CR,pyrroline 5 carboxylate reductase,1pyr5c[c] + 2.0 h[c] + nadph[c] --> nadp[c] + pro_L[c],0.42081552841883335,0.35612541878616666,25.305695440374503,0.34497166477799995,0.3440681183943333,0.893358791131,0.21752947506388887,0.20751628708222222,20.253198879139447,0.42081552841883335,0.34497166477799995,0.21752947506388887
CSm,citrate synthase,accoa[m] + h2o[m] + oaa[m] --> cit[m] + coa[m] + h[m],13.654116666666667,13.654116666666667,16.4269,1.8299194696933334,1.5687909153816666,2.1990653145556665,23.291999999999998,23.291999999999998,24.564711111111112,13.654116666666667,1.8299194696933334,23.291999999999998
ASNS1,asparagine synthase glutamine hydrolysing ,asp_L[c] + atp[c] + gln_L[c] + h2o[c] --> amp[c] + asn_L[c] + glu_L[c] + h[c] + ppi[c],0.38029107862816663,0.3218306133948333,3.4740477166015,0.31175096362866667,0.31093442857833337,0.36531964370066666,0.1965814308622222,0.1875325108461111,2.3831774106183334,0.38029107862816663,0.31175096362866667,0.1965814308622222
ICDHxm,Isocitrate dehydrogenase NAD ,icit[m] + nad[m] --> akg[m] + co2[m] + nadh[m],1.7881982360878332,0.0,3.005433333333333,0.4250482783226666,0.0,1.857432419695,0.0,0.0,4.1817166666666665,1.7881982360878332,0.4250482783226666,0.0
ICDHym,Isocitrate dehydrogenase NADP ,icit[m] + nadp[m] --> akg[m] + co2[m] + nadph[m],1.2053363635703334,0.0,5.56275,0.9880977861003334,0.0,1.792050183505,0.15752159847777777,0.0,3.827,1.2053363635703334,0.9880977861003334,0.15752159847777777
ASPTA,aspartate transaminase,akg[c] + asp_L[c] <=> glu_L[c] + oaa[c],-3.8002645652593334,-166.66666666666666,-1.8034945402763334,-9.980255299115333,-333.3333333333333,-8.691636234136334,-1.2126970212166668,-555.5555555555555,-1.1568748700566667,3.8002645652593334,9.980255299115333,1.2126970212166668
ASPTAm,aspartate transaminase,akg[m] + asp_L[m] <=> glu_L[m] + oaa[m],1.6691656098586665,0.0,164.86317212638983,1.1633385932773332,0.0,324.66643722464966,0.0,0.0,554.3986806854978,1.6691656098586665,1.1633385932773332,0.0
ASPt2m,aspartate mitochondrial transport via proton symport,asp_L[c] + h[c] --> asp_L[m] + h[m],1.6691656098586665,0.0,164.86317212638968,1.1633385932773332,0.0,324.66643722464966,0.0,0.0,554.3986806854972,1.6691656098586665,1.1633385932773332,0.0
ATPCitL,ATP Citrate Lyase YL,atp[c] + cit[c] + coa[c] --> accoa[c] + adp[c] + oaa[c] + pi[c],6.761622946435501,5.4943333333333335,9.044683333333333,0.0,0.0,0.29423333333333335,4.9387051688311105,2.2785786655833333,21.555242146837777,6.761622946435501,0.0,4.9387051688311105
ATPPRT,ATP phosphoribosyltransferase,atp[c] + prpp[c] --> ppi[c] + prbatp[c],0.10986964619549999,0.0929798715135,0.35183409213566663,0.09006776650800001,0.089831861902,0.16066842674833334,0.056794212305,0.05417989475611111,0.9294927934283334,0.10986964619549999,0.09006776650800001,0.056794212305
ADSK,adenylyl sulfate kinase,aps[c] + atp[c] --> adp[c] + h[c] + paps[c],0.09759883296866667,0.08259539612183334,2.2321797465806665,0.08000853014166666,0.07979897258833334,0.101596221527,0.050451139439444445,0.048128802464444446,1.3990348282077778,0.09759883296866667,0.08000853014166666,0.050451139439444445
BPNT,3 5 bisphosphate nucleotidase,h2o[c] + pap[c] --> amp[c] + pi[c],0.09759883296866667,0.0,2.2321797465706665,0.0,0.0,0.086202854629,0.050451139439444445,0.0,1.399034828195,0.09759883296866667,0.0,0.050451139439444445
CYSS,cysteine synthase,acser[c] + h2s[c] --> ac[c] + cys_L[c] + h[c],0.007405158422166667,0.006266796176,2.2193917088833333,0.006070521775666666,0.006054621925,0.09632876790833333,0.0038279011005555555,0.0036516974238888886,1.395811849568889,0.007405158422166667,0.006070521775666666,0.0038279011005555555
ATPtp_H,ADPATP transporter peroxisomal YL,adp[x] + atp[c] + h[x] --> adp[c] + atp[x] + h[c],0.0,0.0,1.8676044726886667,0.0,0.0,0.041612929752999996,5.2197844950666665,5.219783312868889,6.73399497088,0.0,0.0,5.2197844950666665
PAPSR,phosphoadenylyl sulfate reductase thioredoxin ,paps[c] + trdrd[c] --> 2.0 h[c] + pap[c] + so3[c] + trdox[c],0.09759883296866667,0.08259539612183334,2.232179746571,0.08000853014166666,0.07979897258833334,0.10159622150666665,0.050451139439444445,0.048128802464444446,1.399034828195,0.09759883296866667,0.08000853014166666,0.050451139439444445
SERATi,serine O acetyltransferase irreversible,accoa[c] + ser_L[c] --> acser[c] + coa[c],0.007405158422166667,0.006266796176,2.2193917088835,0.006070521775666666,0.006054621925,0.09632876788766666,0.0038279011005555555,0.0036516974238888886,1.3958118495683332,0.007405158422166667,0.006070521775666666,0.0038279011005555555
C22STDS,C 22 sterol desaturase NADP ,ergtrol[c] + h[c] + nadph[c] + o2[c] --> ergtetrol[c] + 2.0 h2o[c] + nadp[c],0.0,0.0,0.28750862524366666,0.0,0.0,0.06611317731533332,0.13960892768,0.0,0.26936040638888886,0.0,0.0,0.13960892768
SLFAT,sulfate adenylyltransferase ADP ,adp[c] + h[c] + so4[c] <=> aps[c] + pi[c],0.09759883296866667,-37.230822428194166,2.2321797465708335,0.08000853014166666,-0.6068143683353333,0.10159622150666665,0.050451139439444445,-29.249489765073893,1.3990348281944445,0.09759883296866667,0.08000853014166666,0.050451139439444445
SULR,sulfite reductase NADPH2 ,3.0 h2o[c] + h2s[c] + 3.0 nadp[c] <=> 5.0 h[c] + 3.0 nadph[c] + so3[c],-0.09759883296866667,-2.2321797465711666,-0.082595396122,-0.08000853014166666,-0.10159622150666665,-0.07979897258833334,-0.050451139439444445,-1.3990348281944445,-0.048128802464444446,0.09759883296866667,0.08000853014166666,0.050451139439444445
ACACT1,acetyl CoA C acetyltransferase,2.0 accoa[c] <=> aacoa[c] + coa[c],0.5128072713338333,-1.7763061854725002,1.9338649283601665,0.4203836744496667,-0.29235818755233334,0.4343179383076667,0.9096377558377777,-2.6993889089088885,1.8004685637138889,0.5128072713338333,0.4203836744496667,0.9096377558377777
ACCOACr,acetyl CoA carboxylase reversible reaction,accoa[c] + atp[c] + hco3[c] <=> adp[c] + h[c] + malcoa[c] + pi[c],3.534609505275,2.9912496219825004,14.410316969276002,2.8975644742863333,2.8899752019746665,3.1425226377166666,3.583703128687222,3.4187342642816665,12.582564043488333,3.534609505275,2.8975644742863333,3.583703128687222
DESAT16,Palmitoyl CoA desaturase n C160CoA n C161CoA ,h[c] + nadph[c] + o2[c] + pmtcoa[c] --> 2.0 h2o[c] + hdcoa[c] + nadp[c],0.07665910231566667,0.0648711139815,1.5787661420073331,0.06284278112466667,0.06267477958133334,0.096171517635,0.13597355227944444,0.12971449823944445,1.3446043523016666,0.07665910231566667,0.06284278112466667,0.13597355227944444
DESAT18,stearoyl CoA desaturase n C180CoA n C181CoA ,h[c] + nadph[c] + o2[c] + stcoa[c] --> 2.0 h2o[c] + nadp[c] + odecoa[c],0.18927463794066668,0.16017828513916668,1.5058654705238332,0.155161543577,0.15475514599166665,0.184446533707,0.0,0.0,1.0799020925,0.18927463794066668,0.155161543577,0.0
DESAT18_2,Oleoyl CoA desaturase n C181CoA n C182CoA ,h[c] + nadph[c] + o2[c] + odecoa[c] --> 2.0 h2o[c] + nadp[c] + ocdycacoa[c],0.07542494959733333,0.06383020575133333,1.3366645956031666,0.06183106057466667,0.06166911327033334,0.08969587772966665,5.353608997398333,0.12763312672555557,6.100904349317777,0.07542494959733333,0.06183106057466667,5.353608997398333
C5STDS,C 5 sterol desaturase,epist[c] + h[c] + nadph[c] + o2[c] --> ergtrol[c] + 2.0 h2o[c] + nadp[c],0.0,0.0,0.28750862524366666,0.0,0.0,0.06611317731533332,0.13960892768,0.0,0.26936040638888886,0.0,0.0,0.13960892768
C8STI,C 8 sterol isomerase,fecost[c] --> epist[c],0.0,0.0,0.28750862524366666,0.0,0.0,0.06611317731533332,0.13960892768,0.0,0.26936040639,0.0,0.0,0.13960892768
CAT,catalase,2.0 h2o2[c] --> 2.0 h2o[c] + o2[c],0.0,0.0,16.583741255249667,0.0,0.0,0.305161484855,1.8901343105383335,0.0,13.021163807870556,0.0,0.0,1.8901343105383335
CATp,catalase A peroxisomal,2.0 h2o2[x] --> 2.0 h2o[x] + o2[x],0.0,0.0,5.709533673648999,0.0,0.0,0.12627371786566668,15.6593534852,15.659349938606113,23.45521071828278,0.0,0.0,15.6593534852
FAS100COA,fatty acyl CoA synthase n C100CoA ,3.0 h[c] + malcoa[c] + 2.0 nadph[c] + occoa[c] --> co2[c] + coa[c] + dcacoa[c] + h2o[c] + 2.0 nadp[c],0.4922375300236667,0.02978677519216667,2.2841725047198334,0.4035212313493333,0.05915766206966667,0.4440772622686667,0.5373792935305555,0.05956081776722222,2.011397413751111,0.4922375300236667,0.4035212313493333,0.5373792935305555
FAS120COA,fatty acyl CoA synthase n C120CoA ,dcacoa[c] + 3.0 h[c] + malcoa[c] + 2.0 nadph[c] --> co2[c] + coa[c] + ddcacoa[c] + h2o[c] + 2.0 nadp[c],0.4834375262185,0.022340081394166666,2.2767252865711667,0.396307258105,0.051962583592999996,0.436882183792,0.5217705989005555,0.04467061332555555,1.9965061608261112,0.4834375262185,0.396307258105,0.5217705989005555
FAS140COA,fatty acyl CoA synthase n C140CoA ,ddcacoa[c] + 3.0 h[c] + malcoa[c] + 2.0 nadph[c] --> co2[c] + coa[c] + h2o[c] + 2.0 nadp[c] + tdcoa[c],0.45703751480250004,0.0,2.2543836321245,0.37466533837233335,0.03037734816333333,0.415296948362,0.47494451501,0.0,1.9518324020694446,0.45703751480250004,0.37466533837233335,0.47494451501
FAS160COA,fatty acyl CoA synthase n C160CoA ,3.0 h[c] + malcoa[c] + 2.0 nadph[c] + tdcoa[c] --> co2[c] + coa[c] + h2o[c] + 2.0 nadp[c] + pmtcoa[c],0.4130374957758333,0.0,1.9676295349088333,0.338595472151,0.0,0.3736099773856667,0.39690104185888886,0.0,1.6771412871594444,0.4130374957758333,0.338595472151,0.39690104185888886
FAS180COA,fatty acyl CoA synthase n C180CoA ,3.0 h[c] + malcoa[c] + 2.0 nadph[c] + pmtcoa[c] --> co2[c] + coa[c] + h2o[c] + 2.0 nadp[c] + stcoa[c],0.21214684838316666,0.0,1.6069223823406666,0.173911480261,0.0,0.20502440249266665,0.040569798795,0.0,1.1841698905294444,0.21214684838316666,0.173911480261,0.040569798795
CHTNS,chitin synthase,udpacgal[c] --> chitin[c] + h[c] + udp[c],1.3109929717120001,1.1094598215776668,1.3109929717120001,1.0747118331466667,1.0718969585086666,1.0747118331503334,1.1625369460072221,1.1090237337272222,1.1625369460072221,1.3109929717120001,1.0747118331466667,1.1625369460072221
FAS80COA_L,fatty acyl CoA synthase n C80CoA lumped reaction,accoa[c] + 9.0 h[c] + 3.0 malcoa[c] + 6.0 nadph[c] --> 3.0 co2[c] + 3.0 coa[c] + 3.0 h2o[c] + 6.0 nadp[c] + occoa[c],0.4922375300236667,0.02978677519233333,2.2841725047148334,0.4035212313493333,0.05915766205466667,0.44407726227033334,0.5373792935305555,0.05956081776722222,2.0113974137449997,0.4922375300236667,0.4035212313493333,0.5373792935305555
CITtap,citratemalate antiport into peroxisome,cit[x] + mal_L[c] <=> cit[c] + mal_L[x],0.0,0.0,6.0947035131576675,0.0,0.0,0.256335647279,5.2197844950666665,5.219783312868889,22.260226486445553,0.0,0.0,5.2197844950666665
CITtcm,citrate transport mitochondrial,cit[c] + icit[m] <=> cit[m] + icit[c],0.0,-6.366400000000167,8.914616666666666,6.425787268910334,5.955566446003666,8.693266666666666,0.8960228459666667,-4.893353683581667,4.181905555555556,0.0,6.425787268910334,0.8960228459666667
DHFRi,dihydrofolate reductase irreversible ,dhf[c] + h[c] + nadph[c] --> nadp[c] + thf[c],8.45e-11,0.0,2.1100564553696666,0.0,0.0,0.08376946291800001,0.0,0.0,1.4842887615622222,8.45e-11,0.0,0.0
FTHFL,formate tetrahydrofolate ligase,atp[c] + for[c] + thf[c] --> 10fthf[c] + adp[c] + pi[c],0.08546787855566666,0.0,0.4877359101986667,0.0,0.0,0.34330667047033336,0.15160629263944445,0.0,1.1349214469588889,0.08546787855566666,0.0,0.15160629263944445
CRNCARtm,carnithine acetylcarnithine carrier mitochondrial,acrn[c] + crn[m] <=> acrn[m] + crn[c],-1.4968131069046666,-166.66666666666666,5.2466270676396665,-6.042166745213667,-333.3333333333333,-4.339515132897,18.719318139480556,-542.7144733911939,28.604024380954442,1.4968131069046666,6.042166745213667,18.719318139480556
CRNCARtp,carnitine acetylcarnitine carrier peroxisomal,acrn[x] + crn[c] --> acrn[c] + crn[x],0.0,0.0,11.419067347262333,0.0,0.0,0.2525474356933333,41.758275960533894,0.0,51.04578787973111,0.0,0.0,41.758275960533894
CSNAT,carnitine O acetyltransferase,accoa[c] + crn[c] <=> acrn[c] + coa[c],-1.4968131069046666,-15.224513981888833,5.246627067643334,-6.042166745213667,-6.328805056321333,-4.339515132897,-23.038957821053334,-33.79107535754722,0.025370663286666664,1.4968131069046666,6.042166745213667,23.038957821053334
CSNATifm,carnitine O aceyltransferase forward reaction mitochondrial,acrn[m] + coa[m] --> accoa[m] + crn[m],0.0,0.0,166.66666666666666,0.0,0.0,328.99381820043635,18.719318139480556,12.841082164361111,555.5555555555555,0.0,0.0,18.719318139480556
CSNATirm,carnitine O acetyltransferase reverse direction mitochondrial,accoa[m] + crn[m] --> acrn[m] + coa[m],1.4968131069046666,0.0,166.66666666666666,6.042166745213667,4.339515132897,333.3333333333333,0.0,0.0,542.7144733911945,1.4968131069046666,6.042166745213667,0.0
CSNATirp,carnitine O acetyltransferase reverse direction peroxisomal,accoa[x] + crn[x] --> acrn[x] + coa[x],0.0,0.0,11.419067347298666,0.0,0.0,0.2525474356933333,41.758275960533894,24.856938100783893,51.04578787972889,0.0,0.0,41.758275960533894
CSp,citrate synthase,accoa[x] + h2o[x] + oaa[x] --> cit[x] + coa[x] + h[x],0.0,0.0,6.0947035131573335,0.0,0.0,0.256335647229,5.2197844950666665,5.219783312866666,22.260226486441113,0.0,0.0,5.2197844950666665
CTPS1,CTP synthase NH3 ,atp[c] + nh4[c] + utp[c] --> adp[c] + ctp[c] + 2.0 h[c] + pi[c],0.04620507199316667,0.0,2.052979127498167,0.037877501019333334,0.0,0.39390086105466665,0.040972838485,0.0,1.9917234189333333,0.04620507199316667,0.037877501019333334,0.040972838485
MAN1PT,mannose 1 phosphate guanylyltransferase,gtp[c] + h[c] + man1p[c] --> gdpmann[c] + ppi[c],0.35607034515883335,0.3013332261371667,0.356070345159,0.2918955491233333,0.29113101917900003,0.2918955491243333,0.3157491615566667,0.30121478312888894,0.3157491615566667,0.35607034515883335,0.2918955491233333,0.3157491615566667
CYTK1,cytidylate kinase CMP ,atp[c] + cmp[c] <=> adp[c] + cdp[c],0.108592518903,-1.8914945109256667,0.108592518903,0.08902081672033334,-0.254519016193,0.08902081672033334,0.23358575458000003,-1.705183120166111,0.23361356101666667,0.108592518903,0.08902081672033334,0.23358575458000003
DADK,deoxyadenylate kinase,atp[c] + damp[c] <=> adp[c] + dadp[c],-0.015184367041333335,-0.28599466521033334,-0.012850141466833333,-0.012447678431666666,-0.06284100816966666,-0.012415075595,-0.013464898796666666,-0.6975994170166666,-0.01284509054888889,0.015184367041333335,0.012447678431666666,0.013464898796666666
